Num,generators,gen_types,nombres,zonas
,LOS_ANDES_FV,solar,SOLAR_5,SEN
,LOS_MOLINOS_FV,solar,SOLAR_5,SEN
,LUMBRERAS_FV,solar,SOLAR_5,SEN
,MANDINGA_FV,solar,SOLAR_5,SEN
,MARAMBIO_FV,solar,SOLAR_5,SEN
,MARIA_PINTO_FV,solar,SOLAR_5,SEN
,NAHUEN_FV,solar,SOLAR_5,SEN
,NIHUE_FV,solar,SOLAR_5,SEN
,PSF_LO_SIERRA_FV,solar,SOLAR_5,SEN
,QUILLAY_FV,solar,SOLAR_5,SEN
,RLA_FV,solar,SOLAR_5,SEN
,SALERNO_FV,solar,SOLAR_5,SEN
,SANTA_ADRIANA_FV,solar,SOLAR_5,SEN
,SAN_ANTONIO_FV,solar,SOLAR_5,SEN
,SAN_ANTONIO_MALVILLA_FV,solar,SOLAR_5,SEN
,SAN_PEDRO_FV,solar,SOLAR_5,SEN
,SOL_DEL_NORTE_ANDES_FV,solar,SOLAR_5,SEN
,SOL_DE_LILA_FV,solar,SOLAR_5,SEN
,ANTAY_FV,solar,SOLAR_6,SEN
,ASTILLAS_FV,solar,SOLAR_6,SEN
,ATACAMA_SOLAR_2_FV,solar,SOLAR_6,SEN
,Almonte,solar,SOLAR_6,SEN
,Arica_Solar,solar,SOLAR_6,SEN
,BELLAVISTA_1_FV,solar,SOLAR_6,SEN
,BOLERO_1_FV,solar,SOLAR_6,SEN
,BRAMADA_FV,solar,SOLAR_6,SEN
,CAMPOS_DEL_SOL_2_FV,solar,SOLAR_6,SEN
,CAMPOS_DEL_SOL_FV,solar,SOLAR_7,SEN
,CARACAS_1_FV,solar,SOLAR_7,SEN
,CARACAS_2_FV,solar,SOLAR_7,SEN
,CARRERA_PINTO_FV,solar,SOLAR_7,SEN
,CASTILLA_FV,solar,SOLAR_7,SEN
,CHANARES_FV,solar,SOLAR_7,SEN
,COVADONGA_FV,solar,SOLAR_7,SEN
,Cardones_FV,solar,SOLAR_7,SEN
,Carrera_Pinto_II,solar,SOLAR_7,SEN
,DAS_FV,solar,SOLAR_7,SEN
,DIEGO_ALMAGRO_SUR_FV,solar,SOLAR_8,SEN
,EL_AGUILA_FV,solar,SOLAR_8,SEN
,EL_NANDU_FV,solar,SOLAR_8,SEN
,EL_QUEMADO_FV,solar,SOLAR_8,SEN
,ESFENA_FV,solar,SOLAR_8,SEN
,Elena_FV,solar,SOLAR_8,SEN
,FINIS_TERRAE_FV,solar,SOLAR_8,SEN
,FINIS_TERRAE_II_FV,solar,SOLAR_9,SEN
,FV 3,solar,SOLAR_9,SEN
,FV_Sol_de_Atacama,solar,SOLAR_9,SEN
,GRANJA_FV,solar,SOLAR_9,SEN
,Guanaco_Solar,solar,SOLAR_9,SEN
,HUATACONDO_FV,solar,SOLAR_9,SEN
,JAVIERA_FV,solar,SOLAR_9,SEN
,LALACKAMA_2_FV,solar,SOLAR_9,SEN
,LALACKAMA_FV,solar,SOLAR_9,SEN
,LA_CRUZ_SOLAR_FV,solar,SOLAR_9,SEN
,LA_HUELLA_FV,solar,SOLAR_10,SEN
,LA_LIGUA_FV,solar,SOLAR_10,SEN
,LLANO_DE_LLAMPOS_FV,solar,SOLAR_10,SEN
,LLAY_LLAY_FV,solar,SOLAR_10,SEN
,LOS_LOROS_FV,solar,SOLAR_10,SEN
,LOS_PALTOS_FV,solar,SOLAR_10,SEN
,LUZ_DEL_NORTE_FV,solar,SOLAR_10,SEN
,Lascar,solar,SOLAR_10,SEN
,MALGARIDA_1_FV,solar,SOLAR_10,SEN
,MALGARIDA_2_FV,solar,SOLAR_10,SEN
,MARIA_ELENA_FV,solar,SOLAR_10,SEN
,MITCHI_FV,solar,SOLAR_10,SEN
,MONTT_SOLAR_FV,solar,SOLAR_11,SEN
,NUEVO_QUILLAGUA_FV,solar,SOLAR_11,SEN
,PAINE_FV,solar,SOLAR_11,SEN
,PAMPA_CAMARONES_FV,solar,SOLAR_11,SEN
,PAMPA_SOLAR_NORTE_FV,solar,SOLAR_11,SEN
,PF_Quillagua,solar,SOLAR_11,SEN
,PF_Tocopilla,solar,SOLAR_11,SEN
,PILOTO_CARDONES_FV,solar,SOLAR_11,SEN
,POZO_ALMONTE_1_FV,solar,SOLAR_12,SEN
,POZO_ALMONTE_2_FV,solar,SOLAR_12,SEN
,POZO_ALMONTE_3_FV,solar,SOLAR_12,SEN
,PUERTO_SECO_FV,solar,SOLAR_12,SEN
,PULLALLI_FV,solar,SOLAR_12,SEN
,PUNTA_BAJA_SOLAR_I_FV,solar,SOLAR_12,SEN
,Pica,solar,SOLAR_12,SEN
,Pintados,solar,SOLAR_12,SEN
,PuntadelViento,solar,SOLAR_12,SEN
,QUETENA_FV,solar,SOLAR_12,SEN
,RIO_ESCONDIDO_FV,solar,SOLAR_12,SEN
,SALVADOR_FV,solar,SOLAR_12,SEN
,SANTA_CECILIA_FV,solar,SOLAR_13,SEN
,SANTA_ISABEL_ETAPA_I_FV,solar,SOLAR_13,SEN
,SAN_ANDRES_FV,solar,SOLAR_13,SEN
,SAN_PEDRO_GPG_FV,solar,SOLAR_13,SEN
,SOL_DE_DESIERTO_1_FV,solar,SOLAR_13,SEN
,SOL_DE_DESIERTO_2_FV,solar,SOLAR_13,SEN
,SOL_DE_LOS_ANDES_FV,solar,SOLAR_13,SEN
,Salar_de_Huasco,solar,SOLAR_14,SEN
,Solar_Toro,solar,SOLAR_14,SEN
,Sur_Viejo,solar,SOLAR_14,SEN
,TAMARAMA_FV,solar,SOLAR_14,SEN
,TAMARUGO_FV,solar,SOLAR_14,SEN
,TAMAYA_SOLAR_FV,solar,SOLAR_14,SEN
,URIBE_SOLAR_FV,solar,SOLAR_14,SEN
,USYA_FV,solar,SOLAR_14,SEN
,VALLE_ESCONDIDO_FV,solar,SOLAR_14,SEN
,VICTORIA_FV,solar,SOLAR_14,SEN
,Wara_III,solar,SOLAR_14,SEN
,ALICAHUE_FV,solar,SOLAR_15,SEN
,ALTURAS_DE_OVALLE_FV,solar,SOLAR_15,SEN
,ANAKENA_FV,solar,SOLAR_15,SEN
,ARIZTIA_FV,solar,SOLAR_15,SEN
,BELLAVISTA_FV,solar,SOLAR_15,SEN
,CABILSOL_FV,solar,SOLAR_15,SEN
,CALLE_LARGA_FV,solar,SOLAR_15,SEN
,CANELILLO_FV,solar,SOLAR_15,SEN
,CANESA_1_FV,solar,SOLAR_15,SEN
,CASUTO_FV,solar,SOLAR_15,SEN
,CHALINGA_FV,solar,SOLAR_15,SEN
,CHUCHINI_FV,solar,SOLAR_15,SEN
,COCINILLAS_FV,solar,SOLAR_15,SEN
,CRUZ_SOLAR_I_FV,solar,SOLAR_15,SEN
,DONA_CARMEN_FV,solar,SOLAR_15,SEN
,DON_ENRIQUE_FV,solar,SOLAR_15,SEN
,EL_BOCO_FV,solar,SOLAR_15,SEN
,EL_PELICANO_FV,solar,SOLAR_15,SEN
,EL_PIQUERO_FV,solar,SOLAR_15,SEN
,EL_ROMERO_FV,solar,SOLAR_15,SEN
,EL_SALITRAL_FV,solar,SOLAR_15,SEN
,EL_SAUCE_FV,solar,SOLAR_15,SEN
,ENCON_SOLAR_FV,solar,SOLAR_15,SEN
,GABRIELA_FV,solar,SOLAR_15,SEN
,GRANATE_FV,solar,SOLAR_15,SEN
,HORNITOS_FV,solar,SOLAR_15,SEN
,HUAQUELON_FV,solar,SOLAR_15,SEN
,JACARANDA_FV,solar,SOLAR_15,SEN
,JAURURO_FV,solar,SOLAR_15,SEN
,LAGUNILLA_FV,solar,SOLAR_15,SEN
,LAS_MAJADAS_FV,solar,SOLAR_15,SEN
,LAS_ROJAS_FV,solar,SOLAR_15,SEN
,LA_CHAPEANA_FV,solar,SOLAR_15,SEN
,LA_CHIMBA_BIS_FV,solar,SOLAR_15,SEN
,LA_SILLA_FV,solar,SOLAR_15,SEN
,LLANOS_DE_POTROSO_FV,solar,SOLAR_15,SEN
,MARIN_FV,solar,SOLAR_15,SEN
,NORTE_CHICO_1_FV,solar,SOLAR_15,SEN
,OCOA_FV,solar,SOLAR_15,SEN
,OLIVILLO_FV,solar,SOLAR_15,SEN
,Ovalle 023 VI,solar,SOLAR_15,SEN
,PAMA_FV,solar,SOLAR_15,SEN
,PANQUEHUE_2_FV,solar,SOLAR_15,SEN
,PEDREROS_FV,solar,SOLAR_15,SEN
,PFV_Sol_de_Vallenar,solar,SOLAR_16,SEN
,PRETTY_FIELD_FV,solar,SOLAR_16,SEN
,RECOLETA_FV,solar,SOLAR_16,SEN
,RODEO_FV,solar,SOLAR_16,SEN
,SANTA_FRANCISCA_FV,solar,SOLAR_16,SEN
,SANTA_JULIA_FV,solar,SOLAR_16,SEN
,SANTA_LAURA_FV,solar,SOLAR_16,SEN
,SANTUARIO_FV,solar,SOLAR_16,SEN
,SDGx01_FV,solar,SOLAR_16,SEN
,SUNHUNTER_FV,solar,SOLAR_16,SEN
,Sierra Gorda Solar,solar,SOLAR_16,SEN
,TALHUEN_FV,solar,SOLAR_16,SEN
,UTFSM_VALPARAISO_FV,solar,SOLAR_16,SEN
,UTFSM_VALPARAISO_VALDES_FV,solar,SOLAR_16,SEN
,UTFSM_VINA_DEL_MAR_FV,solar,SOLAR_16,SEN
,VILLA_PRAT_V_FV,solar,SOLAR_16,SEN
,ADELE_1_FV,solar,SOLAR_6,SEN
,ANTONIA_FV,solar,SOLAR_6,SEN
,CANDELARIA_FV,solar,SOLAR_7,SEN
,CATEMU_FV,solar,SOLAR_7,SEN
,CHACABUCO_FV,solar,SOLAR_7,SEN
,COLTAUCO_ALMENDRO_FV,solar,SOLAR_7,SEN
,CORRALES_DEL_VERANO_FV,solar,SOLAR_7,SEN
,DARLIN_FV,solar,SOLAR_7,SEN
,DON_ANDRONICO_FV,solar,SOLAR_8,SEN
,EL_LITRE_II_FV,solar,SOLAR_8,SEN
,ESTERO_FV,solar,SOLAR_8,SEN
,FARDELA_NEGRA_FV,solar,SOLAR_8,SEN
,FILOMENA_FV,solar,SOLAR_8,SEN
,FOSTER_FV,solar,SOLAR_9,SEN
,GABARDO_VERANO_FV,solar,SOLAR_9,SEN
,GUADALUPE_FV,solar,SOLAR_9,SEN
,GUANACO_1_FV,solar,SOLAR_9,SEN
,ICB_FV,solar,SOLAR_9,SEN
,JAHUEL_FV,solar,SOLAR_9,SEN
,KONDA_FV,solar,SOLAR_9,SEN
,LAS_MERCEDES_I_FV,solar,SOLAR_9,SEN
,LAS_TENCAS_FV,solar,SOLAR_9,SEN
,LA_COLONIA_FV,solar,SOLAR_9,SEN
,LA_MURALLA_FV,solar,SOLAR_10,SEN
,LINGUE_FV,solar,SOLAR_10,SEN
,LITRE_FV,solar,SOLAR_10,SEN
,LORETO_FV,solar,SOLAR_10,SEN
,LOS_LAGOS_X_FV,solar,SOLAR_10,SEN
,LOS_PERALES_FV,solar,SOLAR_10,SEN
,LO_MIRANDA_FV,solar,SOLAR_10,SEN
,MELI_FV,solar,SOLAR_10,SEN
,PALMILLA_CRUZ_FV,solar,SOLAR_11,SEN
,PASTRAN_FV,solar,SOLAR_11,SEN
,PENAFLOR_1_FV,solar,SOLAR_11,SEN
,PEPA_SOLAR_1_FV,solar,SOLAR_11,SEN
,PFV Las Cachanas,solar,SOLAR_11,SEN
,PIQUERO_E2_FV,solar,SOLAR_12,SEN
,PITOTOY_FV,solar,SOLAR_12,SEN
,PITRA_FV,solar,SOLAR_12,SEN
,PORTEZUELO_VERANO_FV,solar,SOLAR_12,SEN
,QUELTEHUE_FV,solar,SOLAR_12,SEN
,REXNER_FV,solar,SOLAR_12,SEN
,RINCONADA_FV,solar,SOLAR_12,SEN
,RINCONADA_NORTE_FV,solar,SOLAR_12,SEN
,SANTA_AMELIA_FV,solar,SOLAR_13,SEN
,SAN_VICENTE_FV,solar,SOLAR_13,SEN
,SLK_CB_NUEVE_FV,solar,SOLAR_13,SEN
,TREBAL_SOLAR_FV,solar,SOLAR_14,SEN
,TUCUQUERE_FV,solar,SOLAR_14,SEN
,VICENTE_FV,solar,SOLAR_14,SEN
,VILLA_ALEMANA_FV,solar,SOLAR_14,SEN
,AEROPUERTO_FV,solar,SOLAR_1,SEN
,ALGARROBO_V_FV,solar,SOLAR_1,SEN
,ALTOS_TILTIL_FV,solar,SOLAR_1,SEN
,ARGOMEDO_FV,solar,SOLAR_1,SEN
,CACHIYUYO_FV,solar,SOLAR_1,SEN
,CHANCON_FV,solar,SOLAR_1,SEN
,CHIMBARONGO_NIEBLAFV,solar,SOLAR_1,SEN
,CHINCOL_FV,solar,SOLAR_1,SEN
,CINTAC_FV,solar,SOLAR_1,SEN
,CURICURA_FV,solar,SOLAR_1,SEN
,DON_MARIANO_FV,solar,SOLAR_1,SEN
,EL_CONDOR_FV,solar,SOLAR_1,SEN
,EL_CUERVO_FV,solar,SOLAR_1,SEN
,EL_FLAMENCO_FV,solar,SOLAR_1,SEN
,EL_PASO_FV,solar,SOLAR_1,SEN
,EL_PILPEN_FV,solar,SOLAR_1,SEN
,EL_PITIO_FV,solar,SOLAR_1,SEN
,EL_QUELTEHUE_FV,solar,SOLAR_1,SEN
,EL_ROMERAL_FV,solar,SOLAR_1,SEN
,EL_ZORZAL_FV,solar,SOLAR_1,SEN
,ERINOME_FV,solar,SOLAR_1,SEN
,El_MEMBRILLO_FV,solar,SOLAR_1,SEN
,FRANCISCO_FV,solar,SOLAR_1,SEN
,HOMERO_FV,solar,SOLAR_1,SEN
,HORMIGA_FV,solar,SOLAR_1,SEN
,J_SOLER_M_FV,solar,SOLAR_1,SEN
,LAS_ARAUCARIAS_FV,solar,SOLAR_1,SEN
,LAS_CODORNICES_FV,solar,SOLAR_1,SEN
,LAS_PERDICES_FV,solar,SOLAR_1,SEN
,LAS_TERRAZAS_FV,solar,SOLAR_1,SEN
,LA_ACACIA_FV,solar,SOLAR_1,SEN
,LA_QUINTA_FV,solar,SOLAR_1,SEN
,LEMU_FV,solar,SOLAR_1,SEN
,LIPANGUE_FV,solar,SOLAR_1,SEN
,LOICA_FV,solar,SOLAR_1,SEN
,LOMA_LOS_COLORADOS_FV,solar,SOLAR_1,SEN
,LOS_GORRIONES_FV,solar,SOLAR_1,SEN
,LOS_TORDOS_FV,solar,SOLAR_1,SEN
,LUDERS_FV,solar,SOLAR_1,SEN
,MACHICURA_FV,solar,SOLAR_1,SEN
,MALAQUITA_SOLAR_FV,solar,SOLAR_1,SEN
,NANCAGUA_FV,solar,SOLAR_1,SEN
,NILHUE_FV,solar,SOLAR_1,SEN
,OVEJERIA_FV,solar,SOLAR_1,SEN
,PANGUILEMO_FV,solar,SOLAR_1,SEN
,PARAGUAY_FV,solar,SOLAR_1,SEN
,PEQUEN_FV,solar,SOLAR_1,SEN
,PERALILLO_FV,solar,SOLAR_1,SEN
,PIDUCO_FV,solar,SOLAR_1,SEN
,PIRQUE_FV,solar,SOLAR_1,SEN
,PLACILLA_FV,solar,SOLAR_1,SEN
,PORVENIR_FV,solar,SOLAR_1,SEN
,QUILAPILUN_FV,solar,SOLAR_1,SEN
,QUINANTU_FV,solar,SOLAR_1,SEN
,RANGUIL_FV,solar,SOLAR_1,SEN
,RAULI_FV,solar,SOLAR_1,SEN
,RAUQUEN_FV,solar,SOLAR_1,SEN
,RCU_FV,solar,SOLAR_1,SEN
,ROMERO_FV,solar,SOLAR_1,SEN
,ROVIAN_FV,solar,SOLAR_1,SEN
,SANTA_CAROLINA_FV,solar,SOLAR_1,SEN
,SANTA_FE_FV,solar,SOLAR_1,SEN
,SANTIAGO_SOLAR_FV,solar,SOLAR_1,SEN
,SAN_CAMILO_FV,solar,SOLAR_1,SEN
,SAN_FRANCISCO_FV,solar,SOLAR_1,SEN
,SAN_ISIDRO_FV,solar,SOLAR_1,SEN
,TALCA_FV,solar,SOLAR_1,SEN
,TECHOS_DE_ALTAMIRA_FV,solar,SOLAR_1,SEN
,TENO_FV,solar,SOLAR_1,SEN
,TENO_UNO_FV,solar,SOLAR_1,SEN
,TIL_TIL_FV,solar,SOLAR_1,SEN
,UTFSM_SAN_JOAQUIN_FV,solar,SOLAR_1,SEN
,UTFSM_VITACURA_FV,solar,SOLAR_1,SEN
,VALLE_DE_LA_LUNA_2_FV,solar,SOLAR_1,SEN
,VALLE_SOLAR_ESTE_FV,solar,SOLAR_1,SEN
,VALLE_SOLAR_OESTE_FV,solar,SOLAR_1,SEN
,VILLA_ALEGRE_FV,solar,SOLAR_1,SEN
,VILLA_CRUZ_7_FV,solar,SOLAR_1,SEN
,VILLA_CRUZ_FV,solar,SOLAR_1,SEN
,CASABERMEJA_FV,solar,SOLAR_1,SEN
,CITRINO_FV,solar,SOLAR_1,SEN
,CONDOR_PELVIN_FV,solar,SOLAR_1,SEN
,CURACAVI_FV,solar,SOLAR_1,SEN
,LOS_GIRASOLES_FV,solar,SOLAR_1,SEN
,LO_BOZA_FV,solar,SOLAR_1,SEN
,NAZARINO_VERANO_FV,solar,SOLAR_1,SEN
,PUENTE_FV,solar,SOLAR_1,SEN
,SOL_DE_SEPTIEMBRE_FV,solar,SOLAR_1,SEN
,TECHOS_WATTS_FV,solar,SOLAR_1,SEN
,ALHUE_FV,solar,SOLAR_2,SEN
,AVILES_FV,solar,SOLAR_2,SEN
,CANTERA_FV,solar,SOLAR_2,SEN
,COLCHAGUA_FV,solar,SOLAR_2,SEN
,CONDOR_FV,solar,SOLAR_2,SEN
,DON_JORGE_FV,solar,SOLAR_2,SEN
,FARAMALLA_FV,solar,SOLAR_2,SEN
,FV testigo 1,solar,SOLAR_2,SEN
,GUADALAO_FV,solar,SOLAR_2,SEN
,LAS_CHACRAS_FV,solar,SOLAR_2,SEN
,LAS_TORCAZAS_FV,solar,SOLAR_2,SEN
,LA_ESTANCIA_FV,solar,SOLAR_2,SEN
,LA_FORESTA_FV,solar,SOLAR_2,SEN
,MAITENES_FV,solar,SOLAR_2,SEN
,MARCHIGUE_7_FV,solar,SOLAR_2,SEN
,NEWENTUN_FV,solar,SOLAR_2,SEN
,PALERMO_FV,solar,SOLAR_2,SEN
,PILPILEN_FV,solar,SOLAR_2,SEN
,SANTA_MARGARITA_FV,solar,SOLAR_2,SEN
,SAN_RAMIRO_FV,solar,SOLAR_2,SEN
,CAIMI_FV,solar,SOLAR_2,SEN
,CHICAUMA_VERANO_FV,solar,SOLAR_2,SEN
,EL_BOCO_AMPL_FV,solar,SOLAR_2,SEN
,ESCORIAL_VERANO_FV,solar,SOLAR_2,SEN
,FUSTER_DEL_VERANO_FV,solar,SOLAR_2,SEN
,KAUFMANN_FV,solar,SOLAR_2,SEN
,LOS_TILOS_FV,solar,SOLAR_2,SEN
,MANAO_FV,solar,SOLAR_2,SEN
,OVALLE_NORTE_FV,solar,SOLAR_2,SEN
,PLAYERO_3_FV,solar,SOLAR_2,SEN
,RUCASOL_FV,solar,SOLAR_2,SEN
,SANTA_INES_FV,solar,SOLAR_2,SEN
,San Felipe 012 VII,solar,SOLAR_2,SEN
